query,target_ID,alntmscore,fident,evalue,taxid,taxname,query_effector_type_score,query_prediction,database,sequence_identity_global,sequence_identity_local,molecular_weight,num_tm_helices,signal_p,target_cysteine_percentage
FOXG_14069,A0A2B7XQU9,0.5286,0.161,0.0001426,1447883,Polytolypa hystricis UAMH7299,0.573,Apoplastic,uniprot50,0.217021277,0.277777778,16058.91464,0,SP,2.649006623
FOXG_14570,A0A6A6BNV2,0.5284,0.233,0.000722,1176127,Aplosporella prunicola CBS 121167,0.861,Cytoplasmic,uniprot50,0.076794658,0.25,130507.1957,3,NO_SP,1.47662018
FOXG_17307,A0A179H2D4,0.5282,0.294,0.0001799,33203,Purpureocillium lilacinum,0.931,Apoplastic,uniprot50,0.181034483,0.444444444,13575.45814,0,SP,6.299212598
FOXG_12469,A0A6A5RSH6,0.5272,0.129,0.0002429,1150837,Didymella exigua CBS 183.55,0.58,Apoplastic,uniprot50,0.160784314,0.5,26533.81084,0,SP,4.724409449
FOXG_14069,A0A4S4L1H6,0.5272,0.2,0.0002711,167371,Phellinidium pouzarii,0.573,Apoplastic,uniprot50,0.178461538,0.318181818,35544.34664,1,SP,1.501501502
FOXG_12469,A0A0D2NN66,0.5264,0.18,0.0008812,945553,Hypholoma sublateritium FD-334 SS-4,0.58,Apoplastic,uniprot50,0.167857143,0.282051282,29201.61004,0,SP,1.423487544
FOXG_22047,A0A0I9XJ39,0.5261,0.171,0.0004288,5127,Fusarium fujikuroi,0.708,Apoplastic,uniprot50,0.244755245,0.45,15032.73924,0,SP,4.255319149
FOXG_15875,A0A4Z0YE94,0.526,0.221,0.0007101,37992,Xylaria hypoxylon,0.803,Apoplastic,uniprot50,0.248062016,0.4,13365.72984,0,SP,6.299212598
FOXG_14570,A0A4Z1FRG2,0.5256,0.212,0.0008253,278948,Botrytis paeoniae,0.861,Cytoplasmic,uniprot50,0.16464891,0.198019802,48258.47324,1,NO_SP,0.945626478
FOXG_15875,Q5B8X2,0.5256,0.151,0.0009957,227321,Aspergillus nidulans FGSC A4,0.803,Apoplastic,uniprot50,0.129310345,0.454545455,11862.18214,0,SP,5.172413793
FOXG_22047,A0A4V5NHU1,0.5254,0.143,0.0003551,329884,Friedmanniomyces simplex,0.708,Apoplastic,uniprot50,0.190031153,0.375,34482.79704,0,SP,2.43902439
FOXG_12469,J4H0U3,0.5247,0.203,0.0001451,599839,Fibroporia radiculosa,0.58,Apoplastic,uniprot50,0.14801444,0.255813953,29438.78314,0,SP,1.444043321
FOXG_17307,A0A397H9I5,0.5246,0.198,0.0004141,1245748,Aspergillus turcosus,0.931,Apoplastic,uniprot50,0.179591837,0.268656716,13995.02804,0,SP,5.46875
FOXG_15875,A0A0B4FCB3,0.5243,0.177,0.0006344,1276135,Metarhizium anisopliae ARSEF 549,0.803,Apoplastic,uniprot50,0.218487395,0.322580645,12472.96834,1,SP,5.217391304
FOXG_14069,A0A4Y7TPU1,0.5238,0.198,0.0001521,71717,Coprinellus micaceus,0.573,Apoplastic,uniprot50,0.153024911,0.292682927,29206.48314,0,SP,1.423487544
FOXG_12469,A0A4S4L1H6,0.5231,0.206,0.0002277,167371,Phellinidium pouzarii,0.58,Apoplastic,uniprot50,0.175384615,0.288135593,35544.34664,1,SP,1.501501502
FOXG_22047,A0A010RNQ5,0.5231,0.147,0.0008564,1445577,Colletotrichum fioriniae PJ7,0.708,Apoplastic,uniprot50,0.147286822,0.666666667,14004.95194,0,SP,4.724409449
FOXG_14069,A0A4Y9ZED6,0.523,0.197,0.0001254,205917,Dentipellis fragilis,0.573,Apoplastic,uniprot50,0.163904236,0.307692308,57737.87804,0,SP,0.73664825
FOXG_14069,A0A2S4UZ03,0.5228,0.174,0.0002543,27350,Puccinia striiformis,0.573,Apoplastic,uniprot50,0.178723404,0.347826087,18237.65594,0,NO_SP,5.389221557
FOXG_12469,A0A3M7FAD8,0.5227,0.146,0.000165,91943,Hortaea werneckii,0.58,Apoplastic,uniprot50,0.111570248,0.294117647,26247.32954,0,SP,2.904564315
FOXG_02842,A0A366SAJ5,0.5218,0.215,0.0004242,231269,Fusarium coffeatum,0.636,Apoplastic/cytoplasmic,uniprot50,0.106455266,0.268292683,89070.98584,0,SP,5.011135857
FOXG_22047,A0A4S2MW76,0.5218,0.158,0.000666,341454,Ascodesmis nigricans,0.708,Apoplastic,uniprot50,0.203703704,0.352941176,18648.34284,0,SP,2.409638554
FOXG_02842,A0A430M7X9,0.5212,0.162,0.0006475,1147111,Fusarium euwallaceae,0.636,Apoplastic/cytoplasmic,uniprot50,0.211678832,0.454545455,31012.62024,0,SP,2.919708029
FOXG_02842,A0A428NUP9,0.5198,0.228,0.0004787,1325737,Fusarium sp. AF-6,0.636,Apoplastic/cytoplasmic,uniprot50,0.144312394,0.313043478,60949.22504,0,SP,4.537815126
FOXG_20914,A0A4Q4TR87,0.5197,0.162,0.0001072,155417,Monosporascus ibericus,0.5915,Apoplastic/cytoplasmic,uniprot50,0.126382306,0.202380952,72152.58334,0,NO_SP,1.388888889
FOXG_20914,A0A7C8Q938,0.5195,0.253,0.0001072,2813651,Orbilia oligospora,0.5915,Apoplastic/cytoplasmic,uniprot50,0.149425287,0.277108434,52483.41714,0,NO_SP,1.948051948
FOXG_14069,A0A316YWJ2,0.5194,0.189,0.0006251,215250,Acaromyces ingoldii,0.573,Apoplastic,uniprot50,0.14516129,0.24,27422.89764,0,SP,3.25203252
FOXG_14069,A0A3M7FAD8,0.5191,0.14,0.0003987,91943,Hortaea werneckii,0.573,Apoplastic,uniprot50,0.111570248,0.294117647,26247.32954,0,SP,2.904564315
FOXG_14069,A0A146I1L3,0.5186,0.157,0.0001426,658473,Mycena chlorophos,0.573,Apoplastic,uniprot50,NA,NA,18.01524,NA,NA,NA
FOXG_12469,A0A316YWJ2,0.5184,0.189,0.000681,215250,Acaromyces ingoldii,0.58,Apoplastic,uniprot50,0.14516129,0.233333333,27422.89764,0,SP,3.25203252
FOXG_14570,A0A6A6SJI2,0.518,0.206,0.0008823,1314788,Lophiostoma macrostomum CBS 122681,0.861,Cytoplasmic,uniprot50,0.163434903,0.25,41491.25604,0,NO_SP,1.634877384
FOXG_22047,W3WZW0,0.5176,0.16,0.0006254,1229662,Pestalotiopsis fici W106-1,0.708,Apoplastic,uniprot50,0.145038168,1,12901.25374,0,SP,4.6875
FOXG_14069,M5C3M2,0.5172,0.16,0.0007579,1108050,Rhizoctonia solani AG-1 IB,0.573,Apoplastic,uniprot50,0.165957447,0.289473684,23226.66494,0,NO_SP,3.349282297
FOXG_12469,A0A4V4HCZ3,0.517,0.185,0.0002591,1314807,Dendrothele bispora CBS 962.96,0.58,Apoplastic,uniprot50,0.160869565,0.278688525,20600.78984,0,SP,2.590673575
FOXG_12469,A0A2N5U4F2,0.5154,0.164,0.0001877,200324,Puccinia coronata f. sp. avenae,0.58,Apoplastic,uniprot50,0.204347826,0.352941176,20946.79374,0,SP,3.645833333
FOXG_14069,A0A061APF8,0.5152,0.132,0.0002097,5286,Rhodotorula toruloides,0.573,Apoplastic,uniprot50,0.187234043,0.5,20775.77424,0,SP,1.041666667
FOXG_14882,A0A4Q4WDW0,0.5146,0.186,0.0007295,1081914,Monosporascus sp. mg162,0.803,Apoplastic,uniprot50,0.188034188,0.25,12199.34624,0,SP,7.079646018
FOXG_22047,A0A2V1E2L1,0.5141,0.14,0.0001778,97972,Periconia macrospinosa,0.708,Apoplastic,uniprot50,0.127214171,0.37037037,66918.22684,0,SP,1.246105919
FOXG_12469,A0A0D2FCS7,0.5136,0.248,4.32E-11,1442368,Fonsecaea pedrosoi CBS 271.37,0.58,Apoplastic,proteome,0.270491803,0.390909091,21889.25824,1,NO_SP,1.97044335
FOXG_14069,A0A177VEE6,0.5134,0.124,0.0003506,13291,Tilletia controversa,0.573,Apoplastic,uniprot50,NA,NA,18.01524,NA,NA,NA
FOXG_14069,A0A395RVW8,0.513,0.172,0.0001966,5514,Fusarium sporotrichioides,0.573,Apoplastic,uniprot50,0.098765432,0.346153846,25644.19594,0,SP,3.361344538
FOXG_14069,A0A4S9HGL1,0.5123,0.175,0.0001966,5580,Aureobasidium pullulans,0.573,Apoplastic,uniprot50,0.111570248,0.230769231,25778.36224,0,SP,3.319502075
FOXG_12469,A0A4S9MEH9,0.512,0.143,0.0001451,5580,Aureobasidium pullulans,0.58,Apoplastic,uniprot50,0.107438017,0.230769231,25748.23144,0,SP,2.904564315
FOXG_12469,A0A4S4LQW9,0.5113,0.209,0.0004338,1095465,Bondarzewia mesenterica,0.58,Apoplastic,uniprot50,0.155893536,0.304347826,27849.54684,0,SP,1.520912548
FOXG_12469,A0A369JT40,0.5111,0.178,0.000176,39966,Hypsizygus marmoreus,0.58,Apoplastic,uniprot50,0.170212766,0.301587302,21417.26974,0,SP,3.03030303
FOXG_14069,A0A4V4HCZ3,0.5111,0.192,0.0001176,1314807,Dendrothele bispora CBS 962.96,0.573,Apoplastic,uniprot50,0.160869565,0.295081967,20600.78984,0,SP,2.590673575
FOXG_20914,A0A3M2SIC3,0.5111,0.157,0.0001492,2010991,Fusarium kuroshium,0.5915,Apoplastic/cytoplasmic,uniprot50,0.134551495,0.204819277,67308.87364,0,NO_SP,2.950819672
FOXG_12469,M5C3M2,0.5108,0.17,0.0002429,1108050,Rhizoctonia solani AG-1 IB,0.58,Apoplastic,uniprot50,0.165957447,0.289473684,23226.66494,0,NO_SP,3.349282297
FOXG_12469,A0A409YS61,0.5104,0.155,0.0006385,231916,Gymnopilus dilepis,0.58,Apoplastic,uniprot50,0.108870968,0.218390805,26585.91264,0,SP,1.606425703
FOXG_20914,A0A7C8JV81,0.5101,0.23,0.0004596,2813651,Orbilia oligospora,0.5915,Apoplastic/cytoplasmic,uniprot50,0.16953317,0.281690141,48388.65344,0,NO_SP,2.369668246
FOXG_12469,A0A2S4UEZ6,0.51,0.179,0.0002277,27350,Puccinia striiformis,0.58,Apoplastic,uniprot50,0.22278481,0.325,43731.71514,1,SP,3.544303797
FOXG_12469,A0A0D0DZ62,0.5098,0.1,0.0005613,930991,Paxillus rubicundulus Ve08.2h10,0.58,Apoplastic,uniprot50,0.224215247,0.5,14851.76414,0,SP,2.816901408
FOXG_14882,A0A7C8I3I9,0.5096,0.186,0.0003198,100035,Massariosphaeria phaeospora,0.803,Apoplastic,uniprot50,0.240310078,0.454545455,13498.04754,0,SP,3.125
FOXG_12469,Q1E8D2,0.5093,0.114,0.0004526,246410,Coccidioides immitis RS,0.58,Apoplastic,swissprot,0.238095238,0.347826087,15562.51434,0,SP,2.739726027
FOXG_12469,A0A3D8RSQ6,0.5091,0.166,0.0007747,1849047,Coleophoma cylindrospora,0.58,Apoplastic,uniprot50,0.168044077,0.3,79298.45124,0,NO_SP,1.237964237
FOXG_14069,A0A5C3R4A4,0.5085,0.131,0.0003987,1884261,Pterula gracilis,0.573,Apoplastic,uniprot50,0.140151515,0.291666667,29116.11974,0,SP,2.281368821
FOXG_14069,A0A409YVL7,0.5083,0.146,0.0002543,231916,Gymnopilus dilepis,0.573,Apoplastic,uniprot50,0.15648855,0.23,27837.40804,0,SP,2.290076336
FOXG_14069,A0A401GJW2,0.5082,0.192,0.0006251,139825,Sparassis crispa,0.573,Apoplastic,uniprot50,0.129032258,0.234567901,28698.37764,1,SP,1.433691756
FOXG_12469,A0A409YVL7,0.5078,0.141,0.0007263,231916,Gymnopilus dilepis,0.58,Apoplastic,uniprot50,0.14559387,0.23,27837.40804,0,SP,2.290076336
FOXG_14069,A0A286UN63,0.5075,0.146,0.00098,2282107,Pyrrhoderma noxium,0.573,Apoplastic,uniprot50,0.12605042,0.236842105,25252.47734,0,SP,3.111111111
FOXG_14069,Q1E8D2,0.5068,0.127,0.0006091,246410,Coccidioides immitis RS,0.573,Apoplastic,swissprot,0.233766234,0.32,15562.51434,0,SP,2.739726027
FOXG_20914,A0A1G4AQ17,0.5067,0.225,0.0003768,1209926,Colletotrichum orchidophilum,0.5915,Apoplastic/cytoplasmic,uniprot50,0.161147903,0.388888889,49447.43214,0,NO_SP,1.324503311
FOXG_22047,A0A8A3PLP2,0.5067,0.21,0.0009712,61207,Monilinia vaccinii-corymbosi,0.708,Apoplastic,uniprot50,0.178294574,0.416666667,13249.98154,0,SP,4.8
FOXG_12469,S8A459,0.5064,0.112,0.0002277,1284197,Dactylellina haptotyla CBS 200.50,0.58,Apoplastic,uniprot50,0.195744681,0.269230769,15388.61154,0,SP,2.797202797
FOXG_15875,A0A395RNG0,0.5049,0.166,0.0008896,5514,Fusarium sporotrichioides,0.803,Apoplastic,uniprot50,0.147540984,0.260869565,13208.95294,0,SP,4.958677686
FOXG_22047,A0A6A6CHJ1,0.5049,0.15,0.0006254,1080233,Zasmidium cellare ATCC 36951,0.708,Apoplastic,uniprot50,0.140625,0.32,13341.72854,0,SP,3.2
FOXG_22047,A0A6G1K1L7,0.5046,0.125,0.0004027,1314801,Pleomassaria siparia CBS 279.74,0.708,Apoplastic,uniprot50,0.179856115,0.357142857,31643.45664,0,SP,1.369863014
FOXG_02842,A0A0P7B6I9,0.5042,0.152,0.0001267,78410,Neonectria ditissima,0.636,Apoplastic/cytoplasmic,uniprot50,0.197802198,0.341463415,39537.17894,0,SP,2.747252747
FOXG_15875,A0A6A5YVT2,0.504,0.159,0.0009957,690887,Lophiotrema nucula,0.803,Apoplastic,uniprot50,0.18852459,0.209677419,12792.27064,0,SP,3.389830508
FOXG_14069,A0A2I0RMS6,0.5035,0.163,0.0008082,348901,Cercospora zeina,0.573,Apoplastic,uniprot50,NA,NA,18.01524,NA,NA,NA
FOXG_20914,A0A1Y2TM60,0.503,0.197,0.0001704,1001937,Hypoxylon sp. EC38,0.5915,Apoplastic/cytoplasmic,uniprot50,0.134680135,0.277777778,67309.50794,0,NO_SP,2.662229617
FOXG_14069,A0A4S4LQW9,0.5027,0.194,0.0008619,1095465,Bondarzewia mesenterica,0.573,Apoplastic,uniprot50,0.155893536,0.315789474,27849.54684,0,SP,1.520912548
FOXG_12469,A0A4Y9ZED6,0.5025,0.202,0.0005263,205917,Dentipellis fragilis,0.58,Apoplastic,uniprot50,0.170411985,0.307692308,57737.87804,0,SP,0.73664825
FOXG_22047,A0A2H3DRQ3,0.5025,0.176,0.0005179,47427,Armillaria gallica,0.708,Apoplastic,uniprot50,0.157480315,0.294117647,12759.29064,0,SP,6.666666667
FOXG_12469,A0A2T3Z673,0.5018,0.168,0.0004067,1042311,Trichoderma asperellum CBS 433.97,0.58,Apoplastic,uniprot50,0.150862069,0.384615385,21044.39014,0,SP,3.076923077
FOXG_12469,A0A1Y6LTJ0,0.5015,0.146,0.0006385,1276529,Zymoseptoria tritici ST99CH_1A5,0.58,Apoplastic,uniprot50,0.229437229,0.363636364,14994.80854,1,NO_SP,4.195804196
FOXG_14069,J4H0U3,0.5014,0.228,0.0001521,599839,Fibroporia radiculosa,0.573,Apoplastic,uniprot50,0.151624549,0.279069767,29438.78314,0,SP,1.444043321
FOXG_12469,A0A2I1BYM1,0.5009,0.115,0.0007747,1392255,Aspergillus novofumigatus IBT 16806,0.58,Apoplastic,uniprot50,0.204255319,0.366666667,15737.65854,0,SP,2.721088435
FOXG_14069,A0A066VGB6,0.5004,0.147,0.0004834,1037660,Tilletiaria anomala UBC 951,0.573,Apoplastic,uniprot50,0.147058824,0.260869565,23693.04714,0,SP,3.240740741
FOXG_14069,A0A4S9MEH9,0.5003,0.167,0.0001521,5580,Aureobasidium pullulans,0.573,Apoplastic,uniprot50,0.111570248,0.230769231,25748.23144,0,SP,2.904564315
FOXG_20914,A0A1V1TCA6,0.5001,0.22,0.0001397,1813822,Xylariales sp. No.14919,0.5915,Apoplastic/cytoplasmic,uniprot50,0.144736842,0.342857143,61097.05714,0,NO_SP,1.97486535
