"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","query_prediction","query_effector_type_score","target_prediction"
"743","FOXG_12469","FOXG_05795",0.1807,0.152,0.122,57,31,7,189,235,283,330,3.381,4,"Apoplastic",0.58,"Non-effector"
"744","FOXG_22047","FOXG_12469",0.1805,0.3231,0.114,140,82,8,1,114,112,235,4.258,5,"Apoplastic",0.708,"Apoplastic"
"745","FOXG_01344","FOXG_22737",0.1804,0.3511,0.134,260,156,12,3,234,6,224,1.521,13,"Non-effector",0.732,"Non-effector"
"746","FOXG_18382","FOXG_10864",0.1802,0.2514,0.166,30,13,2,39,56,29,58,8.14,2,"Cytoplasmic",0.594,"Apoplastic"
"747","FOXG_20101","FOXG_14069",0.1801,0.6859,0.183,120,90,4,1,118,1,114,7.405,5,"Non-effector",0.769,"Apoplastic"
"748","FOXG_04559","FOXG_16416",0.1797,0.2305,0.102,49,34,4,7,54,34,73,9.581,2,"Non-effector",0.728,"Apoplastic"
"749","FOXG_22193","FOXG_14231",0.1797,0.2697,0.153,98,55,5,35,122,57,136,2.886,6,"Cytoplasmic",0.766,"Cytoplasmic"
"750","FOXG_14140","FOXG_20862",0.1792,0.3847,0.147,102,42,5,4,71,1,91,7.896,3,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"751","FOXG_20862","FOXG_14140",0.1792,0.3659,0.147,102,42,5,1,91,4,71,4.316,5,"Non-effector",0.633,"Apoplastic/cytoplasmic"
"752","FOXG_22801","FOXG_03736",0.1791,0.288,0.114,70,49,4,160,229,371,427,7.324,3,"Non-effector",0.709,"Non-effector"
"753","FOXG_22737","FOXG_01344",0.1779,0.2941,0.151,224,135,12,6,192,3,208,3.268,8,"Non-effector",0.987,"Non-effector"
"754","FOXG_01344","FOXG_19858",0.1778,0.3227,0.119,277,156,14,52,285,2,233,5.135,6,"Non-effector",0.732,"Non-effector"
"755","FOXG_13589","FOXG_05795",0.1775,0.1857,0.08,62,34,5,50,89,9,69,8.443,2,"Non-effector",0.535,"Non-effector"
"756","FOXG_18382","FOXG_11116",0.1766,0.3562,0.212,66,34,3,16,70,557,615,9.159,2,"Cytoplasmic",0.594,"Non-effector"
"757","FOXG_22779","FOXG_02842",0.1764,0.2953,0.052,95,59,4,1,74,25,109,4.922,4,"Apoplastic/cytoplasmic",0.9425,"Apoplastic/cytoplasmic"
"758","FOXG_20490","FOXG_07716",0.176,0.3684,0.211,109,54,4,14,122,5,81,6.679,3,"Non-effector",0.754,"Non-effector"
"759","FOXG_07142","FOXG_13589",0.1759,0.3491,0.084,107,72,6,4,97,1,94,4.443,5,"Non-effector",0.577,"Non-effector"
"760","FOXG_13589","FOXG_14231",0.1759,0.3352,0.12,75,36,4,1,75,30,74,7.943,3,"Non-effector",0.535,"Cytoplasmic"
"761","FOXG_22560","FOXG_14140",0.1758,0.3316,0.184,65,35,6,1,53,1,59,1.697,7,"Apoplastic",0.801,"Apoplastic/cytoplasmic"
"762","FOXG_03736","FOXG_16398",0.1755,0.186,0.073,178,92,12,1069,1240,53,163,0.06161,19,"Non-effector",0.961,"Non-effector"
"763","FOXG_16398","FOXG_03736",0.1755,0.2508,0.081,220,118,14,19,163,1030,1240,0.1519,17,"Non-effector",0.505,"Non-effector"
"764","FOXG_22777","FOXG_17307",0.1753,0.2487,0.098,51,34,2,40,86,10,52,4.286,4,"Apoplastic",0.73,"Apoplastic"
"765","FOXG_05795","FOXG_10864",0.1751,0.337,0.17,47,30,4,2,42,1,44,6.987,4,"Non-effector",0.802,"Apoplastic"
"766","FOXG_10864","FOXG_05795",0.1751,0.3284,0.17,47,30,4,1,44,2,42,7.137,4,"Apoplastic",0.757,"Non-effector"
"767","FOXG_13589","FOXG_16416",0.1744,0.3161,0.139,86,44,5,1,73,1,69,4.013,5,"Non-effector",0.535,"Apoplastic"
"768","FOXG_19612","FOXG_12469",0.1744,0.7822,0.146,123,100,2,20,142,9,126,7.33,4,"Cytoplasmic",0.763,"Apoplastic"
"769","FOXG_07142","FOXG_11116",0.174,0.3117,0.148,74,53,2,5,71,1,71,6.392,3,"Non-effector",0.577,"Non-effector"
"770","FOXG_14069","FOXG_22047",0.1738,0.2916,0.138,94,62,3,111,199,1,80,6.042,3,"Apoplastic",0.573,"Apoplastic"
"771","FOXG_22047","FOXG_20101",0.1734,0.4152,0.097,82,42,4,1,75,294,350,2.134,9,"Apoplastic",0.708,"Non-effector"
"772","FOXG_22193","FOXG_20101",0.1734,0.267,0.055,108,52,7,55,122,317,414,4.118,5,"Cytoplasmic",0.766,"Non-effector"
"773","FOXG_19858","FOXG_02842",0.173,0.2568,0.21,19,15,0,96,114,23,41,7.032,3,"Non-effector",0.832,"Apoplastic/cytoplasmic"
"774","FOXG_10864","FOXG_22560",0.1729,0.3255,0.12,58,29,3,6,58,1,41,8.38,3,"Apoplastic",0.757,"Apoplastic"
"775","FOXG_22560","FOXG_10864",0.1729,0.4283,0.12,58,29,3,1,41,6,58,8.738,2,"Apoplastic",0.801,"Apoplastic"
"776","FOXG_04559","FOXG_22560",0.1726,0.2851,0.106,47,33,2,1,47,1,38,9.581,2,"Non-effector",0.728,"Apoplastic"
"777","FOXG_07142","FOXG_06911",0.1726,0.3464,0.09,110,63,7,1,93,450,539,3.082,7,"Non-effector",0.577,"Non-effector"
"778","FOXG_14069","FOXG_01683",0.1726,0.5941,0.21,19,15,0,106,124,12,30,8.814,3,"Apoplastic",0.573,"Non-effector"
"779","FOXG_20259","FOXG_14758",0.1724,0.3643,0.14,57,47,1,41,95,171,227,7.549,3,"Apoplastic",0.593,"Non-effector"
"780","FOXG_22777","FOXG_17980",0.1724,0.457,0.125,16,14,0,9,24,25,40,7.197,3,"Apoplastic",0.73,"Apoplastic/cytoplasmic"
"781","FOXG_05795","FOXG_01683",0.1721,0.2823,0.113,106,53,7,3,90,12,94,1.995,9,"Non-effector",0.802,"Non-effector"
"782","FOXG_17980","FOXG_20101",0.1721,0.4622,0.307,26,12,1,25,50,34,53,8.137,2,"Apoplastic/cytoplasmic",0.5965,"Non-effector"
"783","FOXG_20101","FOXG_16398",0.1714,0.2017,0.038,52,29,3,316,349,49,97,9.861,1,"Non-effector",0.769,"Non-effector"
"784","FOXG_14140","FOXG_21426",0.1709,0.4493,0.111,63,37,3,1,61,245,290,4.678,6,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"785","FOXG_22801","FOXG_20490",0.1709,0.3208,0.135,155,98,7,2,135,24,163,9.964,2,"Non-effector",0.709,"Non-effector"
"786","FOXG_14069","FOXG_03043",0.1704,0.7711,0.15,126,101,3,7,130,56,177,2.629,10,"Apoplastic",0.573,"Non-effector"
"787","FOXG_01357","FOXG_15934",0.1699,0.4581,0.139,115,61,4,17,106,6,107,4.596,4,"Non-effector",0.692,"Non-effector"
"788","FOXG_05604","FOXG_14758",0.1699,0.2299,0.097,82,48,9,396,473,53,112,4.754,5,"Non-effector",0.863,"Non-effector"
"789","FOXG_14758","FOXG_05604",0.1699,0.2339,0.097,82,48,9,53,112,396,473,2.653,6,"Non-effector",0.676,"Non-effector"
"790","FOXG_18382","FOXG_14140",0.1697,0.4003,0.185,70,40,6,8,61,12,80,2.741,8,"Cytoplasmic",0.594,"Apoplastic/cytoplasmic"
"791","FOXG_16398","FOXG_01683",0.1691,0.2745,0.117,119,63,8,20,137,9,86,1.291,10,"Non-effector",0.505,"Non-effector"
"792","FOXG_20914","FOXG_07142",0.169,0.2525,0.145,62,37,4,6,65,1,48,6.235,3,"Apoplastic/cytoplasmic",0.5915,"Non-effector"
"793","FOXG_14140","FOXG_10864",0.1688,0.3043,0.14,71,40,4,7,67,9,68,5.259,4,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"794","FOXG_22779","FOXG_21426",0.1688,0.2103,0.156,64,34,4,39,94,39,90,8.224,2,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"795","FOXG_12469","FOXG_22047",0.1684,0.2814,0.127,141,79,8,112,235,1,114,7.761,2,"Apoplastic",0.58,"Apoplastic"
"796","FOXG_05604","FOXG_10864",0.1683,0.1853,0.127,86,47,4,449,506,28,113,4.516,4,"Non-effector",0.863,"Apoplastic"
"797","FOXG_10864","FOXG_05604",0.1683,0.2386,0.127,86,47,4,28,113,449,506,3.331,6,"Apoplastic",0.757,"Non-effector"
"798","FOXG_22828","FOXG_17259",0.1683,0.3246,0.195,82,58,3,31,112,54,127,2.933,6,"Non-effector",0.582,"Cytoplasmic"
"799","FOXG_14098","FOXG_06911",0.1681,0.6071,0.15,133,104,5,13,141,94,221,2.939,7,"Cytoplasmic",0.873,"Non-effector"
"800","FOXG_07142","FOXG_14231",0.1677,0.3432,0.095,105,59,7,3,96,24,103,8.124,3,"Non-effector",0.577,"Cytoplasmic"
"801","FOXG_22047","FOXG_22560",0.1675,0.2871,0.085,70,36,3,3,72,1,42,7.931,2,"Apoplastic",0.708,"Apoplastic"
"802","FOXG_03043","FOXG_03736",0.1674,0.6759,0.139,194,131,3,60,220,388,578,0.4411,19,"Non-effector",0.84,"Non-effector"
"803","FOXG_22047","FOXG_14069",0.1674,0.3429,0.114,140,83,6,1,115,111,234,3.528,6,"Apoplastic",0.708,"Apoplastic"
"804","FOXG_17259","FOXG_14758",0.1673,0.485,0.131,76,49,1,67,142,182,240,5.79,4,"Cytoplasmic",0.739,"Non-effector"
"805","FOXG_02842","FOXG_14758",0.167,0.419,0.16,125,90,5,1,121,185,298,7.283,3,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"806","FOXG_06911","FOXG_14231",0.1668,0.2699,0.157,76,38,5,462,537,25,74,5.34,4,"Non-effector",0.73,"Cytoplasmic"
"807","FOXG_13589","FOXG_22058",0.1665,0.2712,0.137,58,43,2,20,76,7,58,7.471,2,"Non-effector",0.535,"Apoplastic"
"808","FOXG_06911","FOXG_14098",0.1664,0.639,0.133,135,107,4,88,221,16,141,0.8082,16,"Non-effector",0.73,"Cytoplasmic"
"809","FOXG_10864","FOXG_14140",0.1664,0.2817,0.131,76,45,4,4,68,2,67,3.716,6,"Apoplastic",0.757,"Apoplastic/cytoplasmic"
"810","FOXG_21426","FOXG_22509",0.1656,0.2023,0.129,31,15,2,52,72,89,117,7.951,2,"Non-effector",0.835,"Non-effector"
"811","FOXG_20101","FOXG_02842",0.1654,0.4066,0.161,124,73,9,273,376,2,114,2.279,9,"Non-effector",0.769,"Apoplastic/cytoplasmic"
"812","FOXG_22058","FOXG_13589",0.1649,0.2571,0.203,64,32,3,13,58,14,76,6.48,3,"Apoplastic",0.639,"Non-effector"
"813","FOXG_20259","FOXG_19612",0.1647,0.3752,0.15,93,62,4,9,95,6,87,7.549,2,"Apoplastic",0.593,"Cytoplasmic"
"814","FOXG_06911","FOXG_02842",0.1642,0.4519,0.113,97,59,4,442,531,1,77,5.673,5,"Non-effector",0.73,"Apoplastic/cytoplasmic"
"815","FOXG_12469","FOXG_17307",0.1635,0.1776,0.114,70,38,6,182,234,180,242,8.796,1,"Apoplastic",0.58,"Apoplastic"
"816","FOXG_12469","FOXG_19612",0.1631,0.753,0.174,126,93,4,9,127,20,141,5.65,6,"Apoplastic",0.58,"Cytoplasmic"
"817","FOXG_22509","FOXG_12405",0.163,0.1428,0.185,27,19,1,69,95,22,45,7.404,2,"Non-effector",0.623,"Non-effector"
"818","FOXG_14098","FOXG_19612",0.1626,0.7265,0.144,152,105,5,1,134,1,145,0.04555,27,"Cytoplasmic",0.873,"Cytoplasmic"
"819","FOXG_19612","FOXG_14098",0.1626,0.7253,0.14,157,110,5,1,150,1,139,0.04927,29,"Cytoplasmic",0.763,"Cytoplasmic"
"820","FOXG_22047","FOXG_02842",0.1625,0.3455,0.057,139,76,10,1,122,22,122,5.137,4,"Apoplastic",0.708,"Apoplastic/cytoplasmic"
"821","FOXG_14140","FOXG_01683",0.1622,0.3903,0.144,83,57,6,1,77,12,86,5.576,5,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"822","FOXG_22509","FOXG_14231",0.162,0.2851,0.268,41,30,0,3,43,14,54,8.314,2,"Non-effector",0.623,"Cytoplasmic"
"823","FOXG_16398","FOXG_22779",0.1619,0.1737,0.106,47,37,3,60,106,1,42,7.766,2,"Non-effector",0.505,"Apoplastic/cytoplasmic"
"824","FOXG_17259","FOXG_14140",0.1617,0.3967,0.052,57,33,2,1,46,3,49,7.521,3,"Cytoplasmic",0.739,"Apoplastic/cytoplasmic"
"825","FOXG_21426","FOXG_13589",0.1614,0.5159,0.137,102,53,3,218,286,25,124,7.035,4,"Non-effector",0.835,"Non-effector"
"826","FOXG_11116","FOXG_22509",0.1613,0.2372,0.125,56,35,3,381,422,63,118,5.682,4,"Non-effector",0.744,"Non-effector"
"827","FOXG_01683","FOXG_05795",0.1612,0.1753,0.138,65,34,5,38,83,8,69,1.107,7,"Non-effector",0.636,"Non-effector"
"828","FOXG_16416","FOXG_19612",0.1612,0.253,0.205,73,50,2,3,67,22,94,9.376,2,"Apoplastic",0.943,"Cytoplasmic"
"829","FOXG_22779","FOXG_14758",0.161,0.2093,0.213,75,54,3,2,74,216,287,5.974,3,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"830","FOXG_06911","FOXG_16398",0.1604,0.1835,0.084,106,46,6,523,602,83,163,2.279,5,"Non-effector",0.73,"Non-effector"
"831","FOXG_22193","FOXG_15934",0.16,0.4155,0.152,85,42,5,88,172,52,106,5.214,5,"Cytoplasmic",0.766,"Non-effector"
"832","FOXG_14758","FOXG_22801",0.1598,0.3818,0.208,67,38,4,261,312,143,209,4.592,6,"Non-effector",0.676,"Non-effector"
"833","FOXG_14758","FOXG_17842",0.1598,0.237,0.063,110,65,7,13,114,50,129,9.274,2,"Non-effector",0.676,"Non-effector"
"834","FOXG_17842","FOXG_22193",0.1598,0.2204,0.122,90,49,8,67,141,56,130,9.259,2,"Non-effector",0.637,"Cytoplasmic"
"835","FOXG_22864","FOXG_11116",0.1598,0.422,0.195,164,97,8,10,163,12,150,3.347,7,"Non-effector",0.541,"Non-effector"
"836","FOXG_02842","FOXG_03736",0.1597,0.4429,0.116,120,63,6,2,120,726,803,6.466,4,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"837","FOXG_22509","FOXG_14140",0.1596,0.213,0.064,93,68,5,25,116,1,75,0.3205,12,"Non-effector",0.623,"Apoplastic/cytoplasmic"
"838","FOXG_14140","FOXG_18382",0.1595,0.2346,0.149,67,40,6,18,83,14,64,2.451,6,"Apoplastic/cytoplasmic",0.876,"Cytoplasmic"
"839","FOXG_05604","FOXG_14231",0.1592,0.195,0.104,67,41,5,311,359,84,149,6.804,3,"Non-effector",0.863,"Cytoplasmic"
"840","FOXG_05604","FOXG_16398",0.1591,0.2167,0.093,129,58,8,394,508,80,163,3.49,5,"Non-effector",0.863,"Non-effector"
"841","FOXG_16398","FOXG_05604",0.1591,0.2565,0.085,129,59,8,80,163,394,508,2.839,6,"Non-effector",0.505,"Non-effector"
"842","FOXG_22193","FOXG_14140",0.1582,0.2121,0.08,50,28,4,81,115,31,77,8.813,2,"Cytoplasmic",0.766,"Apoplastic/cytoplasmic"
"843","FOXG_14098","FOXG_03043",0.1581,0.6918,0.16,125,93,4,5,126,46,161,7.139,3,"Cytoplasmic",0.873,"Non-effector"
"844","FOXG_17307","FOXG_02842",0.1578,0.2872,0.13,123,54,8,6,86,29,140,2.866,6,"Apoplastic",0.931,"Apoplastic/cytoplasmic"
"845","FOXG_16416","FOXG_06911",0.1575,0.2351,0.125,143,80,7,1,133,437,544,1.359,8,"Apoplastic",0.943,"Non-effector"
"846","FOXG_16416","FOXG_13589",0.1575,0.3364,0.117,102,55,5,1,77,1,92,3.289,6,"Apoplastic",0.943,"Non-effector"
"847","FOXG_12469","FOXG_02842",0.1574,0.4083,0.11,163,90,7,92,234,3,130,0.5222,13,"Apoplastic",0.58,"Apoplastic/cytoplasmic"
"848","FOXG_14758","FOXG_20862",0.1573,0.5638,0.2,145,83,7,154,266,63,206,9.775,3,"Non-effector",0.676,"Non-effector"
"849","FOXG_22864","FOXG_20914",0.1566,0.3142,0.111,63,41,3,11,73,6,53,6.197,4,"Non-effector",0.541,"Apoplastic/cytoplasmic"
"850","FOXG_02842","FOXG_20101",0.1559,0.4396,0.15,140,82,10,1,123,272,391,5.738,4,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"851","FOXG_17259","FOXG_03736",0.1558,0.4051,0.184,76,42,2,67,142,220,275,9.124,2,"Cytoplasmic",0.739,"Non-effector"
"852","FOXG_22058","FOXG_22509",0.1558,0.2483,0.088,79,42,6,224,278,48,120,5.471,4,"Apoplastic",0.639,"Non-effector"
"853","FOXG_17307","FOXG_18382",0.1555,0.1204,0.233,30,20,1,54,83,21,47,6.196,2,"Apoplastic",0.931,"Cytoplasmic"
"854","FOXG_18382","FOXG_17307",0.1555,0.3108,0.233,30,20,1,21,47,54,83,6.409,3,"Cytoplasmic",0.594,"Apoplastic"
"855","FOXG_22047","FOXG_11116",0.155,0.3059,0.15,53,40,3,1,49,1,52,5.137,4,"Apoplastic",0.708,"Non-effector"
"856","FOXG_02842","FOXG_16398",0.1549,0.23,0.103,87,46,6,61,130,87,158,5.404,3,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"857","FOXG_03043","FOXG_14758",0.1549,0.501,0.118,169,93,4,172,317,136,271,3.093,7,"Non-effector",0.84,"Non-effector"
"858","FOXG_06418","FOXG_22801",0.1549,0.3366,0.138,130,77,6,115,238,31,131,9.062,2,"Non-effector",0.751,"Non-effector"
"859","FOXG_22777","FOXG_09662",0.1549,0.3093,0.116,103,86,2,1,99,1,102,8.714,2,"Apoplastic",0.73,"Apoplastic"
"860","FOXG_22777","FOXG_03043",0.1546,0.3262,0.169,106,67,4,1,99,129,220,5.559,4,"Apoplastic",0.73,"Non-effector"
"861","FOXG_17307","FOXG_22801",0.1545,0.1696,0.191,73,47,5,109,177,149,213,8.299,2,"Apoplastic",0.931,"Non-effector"
"862","FOXG_14069","FOXG_21426",0.1544,0.7628,0.177,118,93,2,4,120,111,225,9.376,3,"Apoplastic",0.573,"Non-effector"
"863","FOXG_16416","FOXG_17307",0.1544,0.1381,0.133,60,32,6,102,141,11,70,6.644,2,"Apoplastic",0.943,"Apoplastic"
"864","FOXG_22801","FOXG_16416",0.1542,0.2282,0.152,46,26,3,145,178,28,72,6.262,3,"Non-effector",0.709,"Apoplastic"
"865","FOXG_20914","FOXG_22560",0.1541,0.1351,0.113,44,23,2,33,72,7,38,3.448,3,"Apoplastic/cytoplasmic",0.5915,"Apoplastic"
"866","FOXG_05795","FOXG_03043",0.154,0.3618,0.104,86,46,5,1,86,149,203,1.897,10,"Non-effector",0.802,"Non-effector"
"867","FOXG_22509","FOXG_22058",0.154,0.1748,0.125,64,30,6,59,120,239,278,6.589,2,"Non-effector",0.623,"Apoplastic"
"868","FOXG_01683","FOXG_22058",0.1539,0.2696,0.148,74,39,5,78,128,102,174,5.551,3,"Non-effector",0.636,"Apoplastic"
"869","FOXG_14231","FOXG_14098",0.1538,0.5031,0.123,89,68,3,5,90,1,82,3.106,8,"Cytoplasmic",0.77,"Cytoplasmic"
"870","FOXG_11815","FOXG_01344",0.1537,0.2651,0.153,235,131,16,77,266,49,260,1.991,10,"Non-effector",0.843,"Non-effector"
"871","FOXG_14098","FOXG_11116",0.1535,0.651,0.213,117,78,4,13,128,596,699,6.635,4,"Cytoplasmic",0.873,"Non-effector"
"872","FOXG_02842","FOXG_14069",0.1534,0.4627,0.117,153,100,7,3,130,92,234,2.469,8,"Apoplastic/cytoplasmic",0.636,"Apoplastic"
"873","FOXG_14069","FOXG_02842",0.1534,0.3994,0.117,153,100,7,92,234,3,130,0.4352,14,"Apoplastic",0.573,"Apoplastic/cytoplasmic"
"874","FOXG_12469","FOXG_14758",0.1531,0.7807,0.159,94,66,1,29,122,183,263,8.263,4,"Apoplastic",0.58,"Non-effector"
"875","FOXG_14069","FOXG_20101",0.1528,0.658,0.174,143,104,3,1,130,179,320,4.681,6,"Apoplastic",0.573,"Non-effector"
"876","FOXG_22828","FOXG_12405",0.1524,0.297,0.136,117,72,6,1,110,47,141,3.13,5,"Non-effector",0.582,"Non-effector"
"877","FOXG_02842","FOXG_22779",0.1522,0.2548,0.043,92,58,4,48,118,12,94,5.738,3,"Apoplastic/cytoplasmic",0.636,"Apoplastic/cytoplasmic"
"878","FOXG_20862","FOXG_14758",0.1519,0.5561,0.193,160,92,8,63,221,154,277,3.164,8,"Non-effector",0.633,"Non-effector"
"879","FOXG_17307","FOXG_14758",0.1513,0.2805,0.186,86,58,4,1,76,204,287,9.311,2,"Apoplastic",0.931,"Non-effector"
"880","FOXG_16398","FOXG_02842",0.151,0.2344,0.137,160,87,11,20,158,1,130,1.366,8,"Non-effector",0.505,"Apoplastic/cytoplasmic"
"881","FOXG_13589","FOXG_22864",0.1509,0.2953,0.12,83,62,2,37,119,89,160,7.025,3,"Non-effector",0.535,"Non-effector"
"882","FOXG_20101","FOXG_22779",0.1508,0.2016,0.147,68,32,5,325,372,13,74,8.803,2,"Non-effector",0.769,"Apoplastic/cytoplasmic"
"883","FOXG_22779","FOXG_20101",0.1508,0.2065,0.147,68,32,5,13,74,325,372,9.922,1,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"884","FOXG_22058","FOXG_14069",0.1499,0.2271,0.087,91,47,7,218,278,150,234,4.885,4,"Apoplastic",0.639,"Apoplastic"
"885","FOXG_22737","FOXG_07142",0.1497,0.212,0.128,125,74,9,218,311,33,153,6.144,4,"Non-effector",0.987,"Non-effector"
"886","FOXG_22777","FOXG_10864",0.1496,0.4958,0.35,20,9,1,1,16,1,20,9.878,2,"Apoplastic",0.73,"Apoplastic"
"887","FOXG_02842","FOXG_20862",0.1494,0.4685,0.114,175,79,12,1,130,168,311,3.547,7,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"888","FOXG_20862","FOXG_02842",0.1494,0.4131,0.114,175,79,12,168,311,1,130,5.529,4,"Non-effector",0.633,"Apoplastic/cytoplasmic"
"889","FOXG_14140","FOXG_03736",0.1493,0.3359,0.147,68,47,4,1,64,673,733,2.757,7,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"890","FOXG_21426","FOXG_14758",0.1493,0.6299,0.201,119,81,5,63,178,148,255,3.784,7,"Non-effector",0.835,"Non-effector"
"891","FOXG_03043","FOXG_14069",0.149,0.7557,0.175,131,90,4,57,177,8,130,5.105,6,"Non-effector",0.84,"Apoplastic"
"892","FOXG_10864","FOXG_17307",0.1489,0.4073,0.109,82,44,5,1,59,1,76,6.407,4,"Apoplastic",0.757,"Apoplastic"
"893","FOXG_17307","FOXG_10864",0.1489,0.3633,0.109,82,44,5,1,76,1,59,4.61,5,"Apoplastic",0.931,"Apoplastic"
"894","FOXG_22779","FOXG_16416",0.1487,0.2754,0.159,88,41,7,1,74,4,72,5.251,3,"Apoplastic/cytoplasmic",0.9425,"Apoplastic"
"895","FOXG_22777","FOXG_19612",0.1485,0.3059,0.118,76,62,2,7,82,62,132,8.714,2,"Apoplastic",0.73,"Cytoplasmic"
"896","FOXG_05795","FOXG_17307",0.1481,0.284,0.144,104,51,6,7,108,1,68,0.9857,11,"Non-effector",0.802,"Apoplastic"
"897","FOXG_16398","FOXG_14231",0.1481,0.2128,0.154,84,51,6,23,96,1,74,2.398,6,"Non-effector",0.505,"Cytoplasmic"
"898","FOXG_17307","FOXG_05795",0.1481,0.3533,0.144,104,51,6,1,68,7,108,0.574,13,"Apoplastic",0.931,"Non-effector"
"899","FOXG_22779","FOXG_18382",0.1472,0.193,0.163,55,31,4,52,91,4,58,1.858,5,"Apoplastic/cytoplasmic",0.9425,"Cytoplasmic"
"900","FOXG_20862","FOXG_19612",0.1471,0.5819,0.2,95,68,4,68,161,43,130,6.254,4,"Non-effector",0.633,"Cytoplasmic"
"901","FOXG_22047","FOXG_16416",0.1469,0.195,0.123,81,47,5,20,77,55,134,3.528,4,"Apoplastic",0.708,"Apoplastic"
"902","FOXG_01344","FOXG_11815",0.1468,0.3225,0.153,235,123,16,49,253,77,265,0.8853,14,"Non-effector",0.732,"Non-effector"
"903","FOXG_05604","FOXG_03736",0.1468,0.1871,0.139,115,86,5,398,507,613,719,2.989,5,"Non-effector",0.863,"Non-effector"
"904","FOXG_22801","FOXG_14758",0.1467,0.3451,0.184,76,47,4,142,217,260,320,5.349,5,"Non-effector",0.709,"Non-effector"
"905","FOXG_14758","FOXG_16398",0.1458,0.2891,0.073,149,77,7,7,110,3,135,5.713,4,"Non-effector",0.676,"Non-effector"
"906","FOXG_16416","FOXG_03736",0.1445,0.1949,0.149,234,106,10,17,195,438,633,0.2188,12,"Apoplastic",0.943,"Non-effector"
"907","FOXG_05795","FOXG_20101",0.1443,0.3147,0.105,161,92,12,1,145,291,415,2.206,8,"Non-effector",0.802,"Non-effector"
"908","FOXG_16398","FOXG_13589",0.1443,0.1534,0.144,69,36,3,84,152,61,106,3.555,4,"Non-effector",0.505,"Non-effector"
"909","FOXG_17842","FOXG_03043",0.1443,0.2298,0.116,120,68,6,10,129,116,197,0.8909,10,"Non-effector",0.637,"Non-effector"
"910","FOXG_22193","FOXG_22779",0.1443,0.2257,0.037,80,50,6,35,99,7,74,3.881,4,"Cytoplasmic",0.766,"Apoplastic/cytoplasmic"
"911","FOXG_22777","FOXG_14758",0.144,0.2677,0.145,96,78,1,8,99,170,265,7.197,2,"Apoplastic",0.73,"Non-effector"
"912","FOXG_03736","FOXG_03043",0.1437,0.4899,0.175,171,96,6,591,747,81,220,0.09392,26,"Non-effector",0.961,"Non-effector"
"913","FOXG_06911","FOXG_09662",0.1437,0.6448,0.251,179,114,7,342,503,1,176,4.452,7,"Non-effector",0.73,"Apoplastic"
"914","FOXG_11815","FOXG_22737",0.1436,0.3014,0.108,240,151,9,36,234,5,222,4.278,7,"Non-effector",0.843,"Non-effector"
"915","FOXG_17842","FOXG_11116",0.1434,0.232,0.082,145,84,9,23,156,321,427,1.646,8,"Non-effector",0.637,"Non-effector"
"916","FOXG_16416","FOXG_22509",0.143,0.2776,0.166,90,55,5,5,77,1,87,3.101,5,"Apoplastic",0.943,"Non-effector"
"917","FOXG_22509","FOXG_16416",0.143,0.3131,0.166,90,55,5,1,87,5,77,3.244,6,"Non-effector",0.623,"Apoplastic"
"918","FOXG_18382","FOXG_14098",0.1424,0.3521,0.211,71,35,4,4,68,5,60,9.709,2,"Cytoplasmic",0.594,"Cytoplasmic"
"919","FOXG_15903","FOXG_14098",0.142,0.3762,0.235,34,11,2,1,30,1,23,7.351,2,"Cytoplasmic",0.763,"Cytoplasmic"
"920","FOXG_16416","FOXG_21426",0.1414,0.2567,0.13,107,59,7,1,78,189,290,8.86,2,"Apoplastic",0.943,"Non-effector"
"921","FOXG_11116","FOXG_14140",0.1412,0.3533,0.106,75,48,3,362,427,1,65,7.877,3,"Non-effector",0.744,"Apoplastic/cytoplasmic"
"922","FOXG_22047","FOXG_22509",0.1412,0.2688,0.11,136,79,9,5,113,1,121,7.012,2,"Apoplastic",0.708,"Non-effector"
"923","FOXG_04559","FOXG_03043",0.1411,0.2853,0.12,124,71,4,1,97,29,141,9.581,2,"Non-effector",0.728,"Non-effector"
"924","FOXG_03736","FOXG_14758",0.1406,0.4057,0.166,186,89,8,693,844,137,290,1.997,10,"Non-effector",0.961,"Non-effector"
"925","FOXG_07142","FOXG_22737",0.1404,0.2085,0.129,131,74,9,33,153,211,311,2.566,5,"Non-effector",0.577,"Non-effector"
"926","FOXG_13589","FOXG_03043",0.1404,0.2318,0.174,126,79,6,18,126,26,143,5.483,3,"Non-effector",0.535,"Non-effector"
